2.053572e-02 2.089956e-05 9.999791e-01 1.000000e+00 6.303721e+00 3.162128e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 -2.313410e-07 0.000000e+00 -2.313410e-07 
2.999986e-02 2.089956e-05 9.999791e-01 1.000000e+00 6.313185e+00 3.171593e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 -2.185525e-08 0.000000e+00 -2.185525e-08 
3.904357e-02 2.089956e-05 9.999791e-01 1.000000e+00 6.322229e+00 3.180636e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 2.726039e-08 0.000000e+00 2.726039e-08 
5.619951e-02 2.089956e-05 9.999791e-01 1.000000e+00 6.339385e+00 3.197792e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 -1.502396e-07 0.000000e+00 -1.502396e-07 
6.443694e-02 2.089956e-05 9.999791e-01 1.000000e+00 6.347622e+00 3.206030e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 -1.951506e-07 0.000000e+00 -1.951506e-07 
8.045817e-02 2.089956e-05 9.999791e-01 1.000000e+00 6.363643e+00 3.222051e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 -1.759216e-08 0.000000e+00 -1.759216e-08 
8.827752e-02 2.089956e-05 9.999791e-01 1.000000e+00 6.371463e+00 3.229870e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 9.781018e-08 0.000000e+00 9.781018e-08 
1.029964e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.386182e+00 3.244589e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 3.728255e-07 0.000000e+00 3.728255e-07 
1.151511e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.398336e+00 3.256744e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 2.047063e-07 0.000000e+00 2.047063e-07 
1.302800e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.413465e+00 3.271873e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 9.161759e-08 0.000000e+00 9.161759e-08 
1.389064e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.422092e+00 3.280499e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 1.659415e-07 0.000000e+00 1.659415e-07 
1.540410e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.437226e+00 3.295634e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 -7.804062e-09 0.000000e+00 -7.804062e-09 
1.644448e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.447630e+00 3.306037e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 -1.923614e-08 0.000000e+00 -1.923614e-08 
1.788359e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.462021e+00 3.320429e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 1.164368e-07 0.000000e+00 1.164368e-07 
1.919307e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.475116e+00 3.333523e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 -1.548435e-08 0.000000e+00 -1.548435e-08 
2.027134e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.485899e+00 3.344306e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 1.087408e-07 0.000000e+00 1.087408e-07 
2.161181e-01 2.089956e-05 9.999791e-01 1.000000e+00 6.499303e+00 3.357711e+00 -nan -1.044956e-05 4.367826e-10 2.089869e-05 0.000000e+00 1.000000e+00 1.216837e-309 1.216837e-309 1.137573e-07 0.000000e+00 1.137573e-07 
